text,hour,minute,second,day,month,year,datetime,text_clean,sentiment
"Vivi pra ver o Daciolo, evangélico que é, defender a questão racial #DebateSBT 😮",18,37,56,26,9,2018,2018-09-26 18:37:56,viver pra o daciolo evangélico defender o racial debatesbt 😮,1.0
"Olha o Ciro
É muito meu presidente mesmo",17,56,20,26,9,2018,2018-09-26 17:56:20,olhar o ciro presidente,1.0
Carlos Bolsonaro postou no stories a foto de um homem torturado com uma sacola plástica na cabeça a boca aberta e sangue por todo lado ameaçando quem postou #EleNão É no MP que denuncia? Os candidatos vão repercutir isso no debate de hoje?,19,8,21,26,9,2018,2018-09-26 19:08:21,carlos bolsonaro postar o stories o foto homem torturar umar sacola plástico o cabeça o bocar aberto e sangue ameaçar postar elenão o mp denunciar o candidato repercutir o debater,-1.0
"A grande ironia é que Daciolo, o homem que denunciou a URSAL há algumas semanas, com o comportamento que teve neste debate, seria, sem dúvida alguma, o presidente da União das Repúblicas Socialistas da América Latina.",19,22,44,26,9,2018,2018-09-26 19:22:44,o ironia daciolo o homem denunciar o ursal haver algum semana o comportamento n debater seriar algum o presidente união repúblico socialista américa latino,0.0
"""Bolsonaro caiu no Sul"" (Ibope). Só se a pesquisa ouviu uruguaios e argentinos. https://t.co/zynuOr1vvz",18,59,55,26,9,2018,2018-09-26 18:59:55,bolsonaro cair o sul ibope só o pesquisar ouvir uruguaio e argentino,-1.0
"MULHERES? AMO TODAS
DACIOLO, Cabo.",19,13,10,26,9,2018,2018-09-26 19:13:10,mulher amar daciolo cabo,0.0
"A diferença entre Cabo Daciolo e Bolsonaro (e seus eleitores) é:

O primeiro é cristão, tem amor ao próximo e quer diminuir desigualdade social.

O segundo quer fiscalizar o cu alheio.",19,18,3,26,9,2018,2018-09-26 19:18:03,o diferençar entrar cabo daciolo e bolsonaro e eleitor o cristão amor o o e querer diminuir desigualdade social o segundar querer fiscalizar o cu alhear,-1.0
@Jacksonsmrr @Beafelisbino Falar de Haddad é uma piada kkkkkkkkkkkkk,19,15,41,26,9,2018,2018-09-26 19:15:41,@jacksonsmrr @beafelisbino falar haddad umar piar kkkkkkkkkkkkk,-1.0
Haddad tem que abrir os olhos e ver que ninguém é colega dele ali...  #HaddadÉLulaNoSBT #HaddadPresidente,18,29,35,26,9,2018,2018-09-26 18:29:35,haddad abrir o olho e ninguém colega d haddadélulanosbt haddadpresidente,-1.0
"Haddad pressiona Marina e leva na cara...
 vc pediu bênção do Renan!",18,11,53,26,9,2018,2018-09-26 18:11:53,haddad pressionar marino e levar o caro vc pedir bênção renan,1.0
Quando a Marina fizer 1 mês vou pro shopping 🤗😍,18,34,34,26,9,2018,2018-09-26 18:34:34,o marino 1 pro shopping 🤗 😍,0.0
"eu: nao vou discutir mais politica nessa sala nunca 

professor: e as eleições galera? 

eu: https://t.co/cUcGSo7Sts",18,0,0,26,9,2018,2018-09-26 18:00:00,nao discutir politicar n sala professor e o eleição galera,0.0
"Roberto Motta declarou:

""Nossa liberdade não dura 3 meses em uma gestão Haddad. A volta do PT significará a institucionalização do ódio, a explosão do crime e emigração em massa. Votem 17.""

https://t.co/DfQ0IgcF9d",19,23,29,26,9,2018,2018-09-26 19:23:29,roberto motta declarar liberdade duro 3 umar gestão haddad o voltar pt significar o institucionalização ódio o explosão crime e emigração massa votar 17,0.0
Cabo Daciolo disse no debate que foi caminhando hoje até o SBT. Fato é que ele chegou na portaria da emissora a bordo de um veículo do tipo SUV preto e não a pé. #Eleicoes2018,18,45,49,26,9,2018,2018-09-26 18:45:49,cabo daciolo o debater caminhar o sbt fato chegar o portar emissor o bordar veículo suv preto e o pé eleicoes2018,-1.0
"#HaddadÉLulaNoSBT Como que eu queria ter uma oportunidade de ir, numa aula do nosso querido amado Haddad, pq ele, igual o Obama disse para o Lula, ELE É O CARA. Mas terei essa oportunidade de ir às aulas dele. Viva à USP!",19,26,43,26,9,2018,2018-09-26 19:26:43,haddadélulanosbt comer querer umar oportunidade aula querer amar haddad pq igual o obama parir o lula o caro oportunidade s aula d vivo usp,1.0
"a galera que vota no Biroliro porque ""ele é cristão, conservador e anticorrupção"" já pode abdicar desse discurso e assumir que vota nele por causa do fascismo que vem de brinde, né? porque cristão, conservador e anticorrupção o Daciolo também é",18,58,49,26,9,2018,2018-09-26 18:58:49,o galera votar o biroliro cristão conservador e anticorrupção abdicar d discursar e assumir votar n causar fascismo vir brindar né cristão conservador e anticorrupção o daciolo,-1.0
Meu deus eu to muito chocado com o Cabo Daciolo,18,39,55,26,9,2018,2018-09-26 18:39:55,deus to chocar o cabo daciolo,-1.0
Quer participar da sessão de autógrafos com nosso presidente Sandro Rodrigues? Confirme sua participação.… https://t.co/YrDR5bAwzp,17,50,25,26,9,2018,2018-09-26 17:50:25,querer participar sessão autógrafo presidente sandro rodrigar confirmar suar participação …,0.0
Marina meteu no rabo do Haddad B O N I T O,18,12,6,26,9,2018,2018-09-26 18:12:06,marino meter o rabo haddad b o n t o,1.0
"Coringa do botox tá no veneno. No fim, o bandido sempre perde!

#HaddadÉLula https://t.co/viQN3RXQnv",19,4,57,26,9,2018,2018-09-26 19:04:57,coringa botox tá o veneno o o bandido perder haddadélula,-1.0
Passada que debate cedo,18,10,7,26,9,2018,2018-09-26 18:10:07,passar debater ceder,-1.0
"Marina esquece que beijou a mão de Aécio Neves e apoiou o golpe. Você é responsável pela tragédia Temer, Marina. Você ao lado do PSDB/PMDB.

#DebateSBT",18,26,12,26,9,2018,2018-09-26 18:26:12,marino esquecer beijar o mão aécio neve e apoiar o golpe responsável pelar tragédia temer marino o o psdb pmdb debatesbt,-1.0
"Maneiro, Ciro e #HADDAD13 do mesmo lado. Tomara que sigam assim.",18,10,2,26,9,2018,2018-09-26 18:10:02,maneiro ciro e haddad13 tomar seguir,1.0
haddad não é aquele streamer argentino?,18,58,33,26,9,2018,2018-09-26 18:58:33,haddad streamer argentino,0.0
Muito boa a fala de encerramento do Ciro #DebateSBT,19,16,33,26,9,2018,2018-09-26 19:16:33,o falir encerramento ciro debatesbt,1.0
sobre o debate eu só quero uma coisa https://t.co/rQMbBn1hDe,18,23,57,26,9,2018,2018-09-26 18:23:57,sobrar o debater só querer umar,0.0
Cancelem as eleições e deem a faixa de presidente pra ele logo https://t.co/HWvTJr3NCK,18,38,14,26,9,2018,2018-09-26 18:38:14,cancelar o eleição e deem o faixar presidente pra,1.0
@folha Votem na Marina.,18,18,41,26,9,2018,2018-09-26 18:18:41,@folha votar o marino,1.0
"""Meu compromisso é levar a escola em tempo integral à toda juventude com estágio remunerado no terceiro ano""
-Ciro

#DebateSBT #CiroNoSbt",19,9,59,26,9,2018,2018-09-26 19:09:59,compromisso levar o escola integral juventude estágio remunerar o terceirar -ciro debatesbt cironosbt,0.0
"Henrique Meireles precisa de uma fonoaudióloga urgente 

 #DebateSBT",18,12,48,26,9,2018,2018-09-26 18:12:48,henrique meireles preciso umar fonoaudióloga urgente debatesbt,-1.0
"Sobre esse debate: Marina sensata, jogando verdades na cara do PT e do Haddad.",18,39,41,26,9,2018,2018-09-26 18:39:41,sobrar debater marino sensato jogar o caro pt e haddad,1.0
vo fala ca marina,19,3,57,26,9,2018,2018-09-26 19:03:57,falir ca marino,0.0
Boulos é bonito,18,28,47,26,9,2018,2018-09-26 18:28:47,boulos bonito,1.0
Gente e num é que esse cabo daciolo é gente boa,19,12,39,26,9,2018,2018-09-26 19:12:39,gente e cabo daciolo gente,1.0
"""Daciolo, a gente já estava com saudade de você aqui"", diz Boulos a Daciolo, após Cabo responder sobre mulheres e mandar lembranças a sua mãe e esposa; siga debate https://t.co/xrHj7CCW38 #Eleições2018 #DebateSBT https://t.co/1wh2KR26L8",19,16,10,26,9,2018,2018-09-26 19:16:10,daciolo o gente saudade boulos o daciolo cabo responder sobrar mulher e mandar lembrança o suar mãe e esposo seguir debater eleições2018 debatesbt,0.0
O Brasil não tá preparado para entender o Daciolo.,18,39,2,26,9,2018,2018-09-26 18:39:02,o brasil tá preparar parir entender o daciolo,-1.0
Rumo a vitória! Deus está no controle. Cabo Daciolo nosso presidente!,19,25,17,26,9,2018,2018-09-26 19:25:17,rumar o vitória deus o controlo cabo daciolo presidente,1.0
"#DebateSBT #Ciro12 Meu presidente me representa valeu Ciro Gomes, o mais preparado.",18,46,31,26,9,2018,2018-09-26 18:46:31,debatesbt ciro12 presidente representar valer ciro gomar o preparar,1.0
"Marina Dino da Silva - #00002

https://t.co/AtesRAfm6p https://t.co/AtesRAfm6p",18,44,27,26,9,2018,2018-09-26 18:44:27,marino dino silvar 00002,0.0
"Boulos ""ele não"" hahahahhahah #DebateSBT",19,12,14,26,9,2018,2018-09-26 19:12:14,boulos hahahahhahah debatesbt,1.0
que pala esse debate no sbt kkkkkkkkkkkkkkkkk,19,15,44,26,9,2018,2018-09-26 19:15:44,pala debater o sbt kkkkkkkkkkkkkkkkk,0.0
Debate no SBT deixa a gente ver a reação do outro candidato no embate enquanto o primeiro fala. HAVEREMOS GIFS DE PONTA,17,51,52,26,9,2018,2018-09-26 17:51:52,debater o sbt deixar o gente o reação candidatar o embater o falir haver gifs pontar,1.0
"GLÓRIA A DEUXXX
DACIOLO TA NO DEBATE",17,54,56,26,9,2018,2018-09-26 17:54:56,glória o deuxxx daciolo ta o debater,1.0
Haddad neles bando de carai,18,49,25,26,9,2018,2018-09-26 18:49:25,haddad n bandar carai,1.0
Eu não tanko esse Cabo Daciolo não velho... kkkkkkkkkkkkkkkkkkkkkkkk,18,13,31,26,9,2018,2018-09-26 18:13:31,tanko cabo daciolo velho kkkkkkkkkkkkkkkkkkkkkkkk,1.0
Impressão minha ou o cabo daciolo foi pro monte e voltou petista,19,15,9,26,9,2018,2018-09-26 19:15:09,impressão o cabo daciolo pro montar e voltar petista,0.0
"Nem um nem outro. É Ciro 12!

#ciro12 #DebateSBT",19,16,44,26,9,2018,2018-09-26 19:16:44,ciro 12 ciro12 debatesbt,0.0
Meu deus!!! Assistindo ao debate comendo pipoca. Glória a Deus. #DebateSBT,17,59,31,26,9,2018,2018-09-26 17:59:31,deus assistir o o debater comer pipocar glória o deus debatesbt,1.0
"'Muito engraçado você falar que eu  apoie o impeachment quando acabou de pedir a benção para o Renan Calheiros', diz Marina Silva para Haddad. Siga o debate Folha, UOL e SBT https://t.co/xrHj7CCW38 #Eleições2018 #DebateSBT https://t.co/hCiUWFEBXJ",18,17,1,26,9,2018,2018-09-26 18:17:01,engraçar falar apoiar o impeachment acabar pedir o benção parir o renan calheiros marino silvar parir haddad seguir o debater folhar uol e sbt eleições2018 debatesbt,0.0
"Sem querer dar idéia 😏 mas Bolsonaro poderia fazer uma live na hora do último debate da globolixo antes da eleição, ia ser maneiro ver a audiência deles para o ralo...democraticamente 🤣🤣🤣🤣😎👉1⃣7⃣

#JunteSeAoBolsonaro 🇧🇷",19,16,15,26,9,2018,2018-09-26 19:16:15,querer idéia 😏 bolsonaro umar live o horar debater globolixo antar eleição maneiro o audiência d parir o ralar democraticamente 🤣 🤣 🤣 🤣 😎 👉 1⃣7⃣ junteseaobolsonaro 🇧 🇷,1.0
"Daciolo é um candidato sensato, suas ideias sendo abraçada pela população isso fazendo ele subir nas pesquisas um homem coerente! #DebateSBT",18,40,48,26,9,2018,2018-09-26 18:40:48,daciolo candidatar sensato suar ideia abraçar pelar população subir o pesquisar homem coerente debatesbt,1.0
Boulos tirando sarro da cara do Daciolo 😂😂😂😂,19,11,24,26,9,2018,2018-09-26 19:11:24,boulos tirar sarro caro daciolo 😂 😂 😂 😂,1.0
Ciro sem PT e 'com algum MDB'  https://t.co/GDXMXGcWJe,18,32,13,26,9,2018,2018-09-26 18:32:13,ciro pt e algum mdb,0.0
coitado do ciro so qria conversa com alguem,18,54,28,26,9,2018,2018-09-26 18:54:28,coitar ciro so qria converso alguem,-1.0
"Daciolo é uma mistura de Bíblia, Karl Marx e remédios tarja preta.",18,52,15,26,9,2018,2018-09-26 18:52:15,daciolo umar misturar bíblia karl marx e remédio tarjar preto,0.0
To rindo do microfone do Daciolo aberto durante as outras falas no debate https://t.co/pBTPwznBaE,18,48,39,26,9,2018,2018-09-26 18:48:39,to rir microfone daciolo aberto durante o falir o debater,1.0
"Daciolo é uma mistura de Bíblia, Karl Marx e remédios tarja preta.",19,24,18,26,9,2018,2018-09-26 19:24:18,daciolo umar misturar bíblia karl marx e remédio tarjar preto,0.0
"Cheguei à conclusão q, nessas eleições vou votar no Fernandinho beira-mar pra presidente. 
#elesim
#fernadinhobeiramar",18,23,0,26,9,2018,2018-09-26 18:23:00,chegar conclusão q n eleição votar o fernandinho beirar mar pra presidente elesim fernadinhobeiramar,-1.0
o líder cubano denunciou “o encarceramento com finalidades políticas do ex-presidente luiz inácio lula da silva e a decisão de impedir o povo de votar e eleger como o presidente o líder mais popular do brasil” https://t.co/kAkjzeXDpl,18,24,9,26,9,2018,2018-09-26 18:24:09,o líder cubano denunciar “ o encarceramento finalidade político ex presidente luiz inácio lula silvar e o decisão impedir o votar e eleger comer o presidente o líder popular brasil,0.0
"@CaboDaciolo é alvo de pergunta sobre economia do @meirelles. ""O que acontece é que você e os demais banqueiros ficam matando e roubando o povo brasileiro. Acredito que em breve vocês vão aceitar o senhor Jesus"", responde Daciolo.",18,47,25,26,9,2018,2018-09-26 18:47:25,@cabodaciolo alvo perguntar sobrar economia @meirelles o acontecer e o banqueiro ficar matar e roubar o brasileiro acreditar aceitar o senhor jesus responder daciolo,0.0
"Ciro Gomes é mentiroso, tenho certeza que ira apoiar no segundo turno, @Haddad_Fernando ou @jairbolsonaro #DebateSBT",18,22,43,26,9,2018,2018-09-26 18:22:43,ciro gomar mentiroso irar apoiar o segundar turno @haddad_fernando @jairbolsonaro debatesbt,-1.0
"Meu amigo, que lapada Marina acabou de dar no fantoche de Lula! O negócio hoje tá bom #DebateSBT",18,12,23,26,9,2018,2018-09-26 18:12:23,amigar lapada marino acabar o fantochar lula o negócio tá debatesbt,1.0
"Daciolo afirmou que no governo dele os ministérios serão 50% homem 50% mulher com o MESMO SALÁRIO.
Uma alfinetada cristã naquele candidato
#DebateSBT",19,26,48,26,9,2018,2018-09-26 19:26:48,daciolo afirmar o governar d o ministério 50 homem 50 mulher o salário umar alfinetar cristão n candidatar debatesbt,1.0
"o Ciro é o ÚNICO que explica tudo direitinho das propostas dele, falando que vai investir isso, que vai fazer assim… https://t.co/2WuZ3vDdgR",19,4,22,26,9,2018,2018-09-26 19:04:22,o ciro o único explicar direito proposto d falar investir …,1.0
#DebateSBT Debate nível interessantíssimo e elevado,18,58,33,26,9,2018,2018-09-26 18:58:33,debatesbt debater interessante e elevar,1.0
daciolo ficou jejuando tanto tempo no monte que desceu morto de fome e tá jantando o cu de todo mundo,19,25,51,26,9,2018,2018-09-26 19:25:51,daciolo ficar jejuar o montar descer morto fome e tá jantar o cu mundo,1.0
"eu espero não me arrepender do que tô dizendo daqui a 5 anos, mas não acho que cabe comparar ""bater palma"" pro daciolo com o que a mídia fazia com o bolonaro. fora a parte do fanatismo religioso, o discurso dele é razoável, o discurso do outro lá sempre pregou o ódio",19,26,55,26,9,2018,2018-09-26 19:26:55,esperar arrepender tô d o 5 achar caber comparar bater palmar pro daciolo o o mídia o bolonaro o fanatismo religioso o discursar d razoável o discursar pregar o ódio,1.0
"Ciro vai explicar o que ele vai fazer para re-industrializar o Brasil com o complexo industrial da Saúde 
#Ciro12
#CiroNoSBT
#DebateSBT",19,4,54,26,9,2018,2018-09-26 19:04:54,ciro explicar o parir re industrializar o brasil o complexo industrial saudar ciro12 cironosbt debatesbt,0.0
"POLÊMICA
Jair Baseado mostra como segurar um beck ao vivo em debate https://t.co/FORam65GCd",18,38,34,26,9,2018,2018-09-26 18:38:34,polêmica jair basear mostrar comer segurar beck o o viver debater,-1.0
"Liguei a TV e fui na cozinha. De lá só ouvia: 
Gloria a Deus, 
Gloria a Deus,
Glória a Deus..., 
fui correndo achan… https://t.co/3hQZTgd720",19,18,30,26,9,2018,2018-09-26 19:18:30,ligar o tv e o cozinhar só ouvir gloriar o deus gloriar o deus glória o deus correr achan …,-1.0
"Ciro Gomes afirmando de forma sútil que Haddad não conhece o Brasil. Ao ser perguntado qual sua proposta para o desenvolvimento regional, mas uma vez, Haddad falou do governo Lula. 

Lula é muleta para pergunta difícil de Haddad. 

#debateSBT",18,8,39,26,9,2018,2018-09-26 18:08:39,ciro gomar afirmar formar sútil haddad conhecer o brasil o o perguntar suar proposto parir o desenvolvimento regional umar haddad falar governar lula lula muleta parir perguntar difícil haddad debatesbt,-1.0
"Haddad começa a resposta dizendo que está feliz com a recuperação de Ciro, que esteve hospitalizado. Depois, fala de seu tempo no Ministério da Educação durante o governo Lula. Como medida futura, cita a retomada de obras paradas https://t.co/10p730Wlrh #Eleições2018",18,42,2,26,9,2018,2018-09-26 18:42:02,haddad comedir o respostar feliz o recuperação ciro estevar hospitalizar falir o ministério educação durante o governar lula comer medir futuro citar o retomar obrar parar eleições2018,0.0
para de idolatrar político vc parece um retardado,18,15,11,26,9,2018,2018-09-26 18:15:11,parir idolatrar político vc parecer retardar,-1.0
"""Alckmin onde está o dinheiro da Merenda? Você é o Sérgio Cabral que não está preso!"" Confira: https://t.co/aPdLE67RvV",18,15,38,26,9,2018,2018-09-26 18:15:38,alckmin o dinheiro merendar o sérgio cabral presar conferir,0.0
"@vitoriataais @cirogomes Se junta com Haddad, assumam que são parceiros e vcs ganham!",19,3,23,26,9,2018,2018-09-26 19:03:23,@vitoriataais @cirogomes junto haddad assumir parceiro e vcs ganhar,-1.0
"Se até a Marina “espanca” o Adrade no debate imagem se o Bozo pegar esse cara em um possível segundo turno? Vai se fazer em cima dele! Em cima do discurso anti corrupção. Isso, poderá feder! 🚨 #DebateSBT #Ciro12 #CiroNoSBT",18,19,38,26,9,2018,2018-09-26 18:19:38,o marino “ espancar o adrade o debater imagem o bozo caro segundar turno d discursar anti corrupção feder 🚨 debatesbt ciro12 cironosbt,-1.0
"Daciolo é biruta por causa do Vasco.
Ninguem supera 3 quedas em 10 anos",19,21,19,26,9,2018,2018-09-26 19:21:19,daciolo biruta causar vasco ninguem superar 3 quedo 10,-1.0
"Marina Silva diz que ela é a única mulher candidata a presidente, querendo esse mérito para receber voto, logo ela que apoio o golpe contra a primeira mulher presidente do Brasil. #DebateSBT",19,0,40,26,9,2018,2018-09-26 19:00:40,marino silvar o único mulher candidato o presidente querer mérito parir receber votar apoiar o golpe o mulher presidente brasil debatesbt,-1.0
"Daciolo talvez seja o primeiro homem da história da República brasileira a registrar uma candidatura a presidente tendo boas intenções.
Talvez também seja o único que não passasse pelo psicotécnico.",19,28,13,26,9,2018,2018-09-26 19:28:13,daciolo o homem história repúblico brasileiro o registrar umar candidatura o presidente intenção o único passar pelar psicotécnico,1.0
só pelo jingle do ciro eu votava facil,18,56,4,26,9,2018,2018-09-26 18:56:04,só pelar jingle ciro votar facil,1.0
"@SBTonline @TwitterBrasil Que debate de péssimo nível, só tem hipócritas! Ninguém fala de apoio a Lava Jato, medida… https://t.co/IP5MzFfKYb",18,26,24,26,9,2018,2018-09-26 18:26:24,@sbtonline @twitterbrasil debater mau só hipócrita ninguém falir apoiar o lavar jato medir …,-1.0
O venezuelano @EDUARDO_BITTAR não quer que a desgraça socialista que assola seu país venha para o Brasil. Sabe quem ele quer de presidente do Brasil para evitar que a narcoditadura de Maduro venha para cá? https://t.co/t9db22YNJ8,19,1,47,26,9,2018,2018-09-26 19:01:47,o venezuelano @eduardo_bittar querer o desgraçar socialista assolar país vir parir o brasil querer presidente brasil parir evitar o narcoditadura madurar vir parir,-1.0
hoje tinha um grupo de jovens da minha cidade tocando a música do Ciro e entregando panfletos e adesivos dele na ru… https://t.co/nrwZig9Ocv,18,44,53,26,9,2018,2018-09-26 18:44:53,grupar jovem cidade tocar o músico ciro e entregar panfleto e adesivo d o ru …,0.0
Daciolo metendo o cabo no Ciro Gomes AO VIVO: https://t.co/iBvwUn0gNv,19,8,13,26,9,2018,2018-09-26 19:08:13,daciolo meter o cabo o ciro gomar o o viver,1.0
"“Daciolo, estávamos com saudade de você nos debate” Boulos representando o sentimento do brasileiro",19,18,58,26,9,2018,2018-09-26 19:18:58,“ daciolo saudade o debater boulos representar o sentimento brasileiro,1.0
"não vou me estressar com politica hoje

bolsominion: a

eu: https://t.co/AZkQNR0k8D",18,12,22,26,9,2018,2018-09-26 18:12:22,estressar politicar bolsominion o,0.0
crl o Boulos quase riu ali cara kkkkkkkkkkkkkkkkkkkkkkkkkkk,19,10,22,26,9,2018,2018-09-26 19:10:22,crl o boulos quase rir caro kkkkkkkkkkkkkkkkkkkkkkkkkkk,1.0
"Cabo daciolo um ícone mesmo viu KSKKDKSKS GLÓRIA A DEUXXXXX 

#debateSBT",18,36,30,26,9,2018,2018-09-26 18:36:30,cabo daciolo ícone kskkdksks glória o deuxxxxx debatesbt,1.0
@BlogdoNoblat CIRO mudou de nome,19,9,3,26,9,2018,2018-09-26 19:09:03,@blogdonoblat ciro mudar,0.0
to igual o boulos com saudade do daciolo #DebateSBT,19,14,12,26,9,2018,2018-09-26 19:14:12,to igual o boulos saudade daciolo debatesbt,1.0
"daciolo deve lamber o chão que a esposa dele pisa eu acho é pouco, te amo varoa!",19,22,56,26,9,2018,2018-09-26 19:22:56,daciolo dever lamber o chão o esposo d pisar achar amar varoa,-1.0
Vamos acompanhar Ciro Gomes no SBT já já! #DebateSBT #Ciro12 #CiroNoSBT,18,31,36,26,9,2018,2018-09-26 18:31:36,acompanhar ciro gomar o sbt debatesbt ciro12 cironosbt,1.0
Ajude-nos a retomar a democracia do Brasil. Faça sua doação para a campanha de Haddad Presidente. #HaddadÉLulaNoSBT https://t.co/FZyd7G8rgr,17,59,56,26,9,2018,2018-09-26 17:59:56,ajudar o o retomar o democracia brasil suar doação parir o campanha haddad presidente haddadélulanosbt,1.0
"Haddad tá precisando jejuar no monte do Daciolo pra melhorar esse discurso, se não a gente tá fudido",18,59,7,26,9,2018,2018-09-26 18:59:07,haddad tá precisar jejuar o montar daciolo pra melhorar discursar o gente tá fudido,-1.0
MELHORES MOMENTOS DA LIVE DO DACIOLO https://t.co/m45WaSbAKE,19,9,12,26,9,2018,2018-09-26 19:09:12,melhorar live daciolo,1.0
Segue alguma religião? — sigo o cabo daciolo https://t.co/De0s026Xzw,19,26,3,26,9,2018,2018-09-26 19:26:03,seguir algum religião -- seguir o cabo daciolo,1.0
Marina esmurrando o Haddad ao vivo jogando na cara dele o Renan Calheiros. #DebateSBT #CiroNoSbt https://t.co/Pec2ACyRjB,18,48,13,26,9,2018,2018-09-26 18:48:13,marino esmurrar o haddad o o viver jogar o caro d o renan calheiros debatesbt cironosbt,1.0
Cabo Daciolo mexeu com meu coração hoje em.,19,15,44,26,9,2018,2018-09-26 19:15:44,cabo daciolo mexer coração,1.0
QUAL O NÚMERO DO DACIOLO NINGUÉM SABE,19,7,7,26,9,2018,2018-09-26 19:07:07,o daciolo ninguém,1.0
"NOME: DACIOLO

CRIME: RESPEITAR DEMAIS AS MULHERES",19,16,39,26,9,2018,2018-09-26 19:16:39,daciolo crime respeitar o mulher,1.0
"Marina bateu forte agora no Haddad!👀
#debatesbt #DebateNoSBT #CiroPresidente12",18,15,37,26,9,2018,2018-09-26 18:15:37,marino bater forte o haddad 👀 debatesbt debatenosbt ciropresidente12,1.0
"Se evangélico quisesse mudança votava no Daciolo, gostei de ver ele falando agora, esse sim tem oensamento de cristão! #DebateSBT",18,45,37,26,9,2018,2018-09-26 18:45:37,evangélico querer mudança votar o daciolo gostar falar oensamento cristão debatesbt,1.0
"Marina abriu o verbo, e o #HaddadAmarelou",18,19,12,26,9,2018,2018-09-26 18:19:12,marino abrir o verbo e o haddadamarelou,1.0
"Haddad acabou de falar no debate q empresarios n pagam imposto, esse cara so fala bosta man",18,59,30,26,9,2018,2018-09-26 18:59:30,haddad acabar falar o debater q empresarios n pagar impor caro so falir bostar man,-1.0
daciolo vai matar o bolsonaro e salvar o país,19,10,46,26,9,2018,2018-09-26 19:10:46,daciolo matar o bolsonaro e salvar o país,1.0
"Cabo Daciolo é o gênio incompreendido.
Eu vou acabar votando nele HAUAHAUAHAUAHAUAHAUAHAIAHAIAU
Muito zika",18,38,33,26,9,2018,2018-09-26 18:38:33,cabo daciolo o gênio incompreendido acabar votar n hauahauahauahauahauahaiahaiau zika,1.0
logo após o #debateSBT o presidente do brasil será escolhido no programa tentação https://t.co/HO3IqPFOBB,18,29,50,26,9,2018,2018-09-26 18:29:50,o debatesbt o presidente brasil escolher o programar tentação,0.0
@_rodpimentel_ @VEJA ontem era o haddad kkk,19,15,41,26,9,2018,2018-09-26 19:15:41,@_rodpimentel @veja o haddad kkk,0.0
Assista ao debate entre candidatos à Presidência da República https://t.co/yblVx0h25i,17,49,18,26,9,2018,2018-09-26 17:49:18,assistir o o debater entrar candidato presidência repúblico,0.0
Começa o debate. Siga ao vivo no link: https://t.co/wKzzsjdhl0 #UOLnasUrnas #DebateSBT,17,47,54,26,9,2018,2018-09-26 17:47:54,comedir o debater seguir o o viver o link uolnasurnas debatesbt,0.0
e o daciolo que consegue ser doido e sensato KKKKKKK,18,15,25,26,9,2018,2018-09-26 18:15:25,e o daciolo conseguir doido e sensato kkkkkkk,1.0
Debate que começa às 17:45h. O SBT tem uma sensibilidade incrível com o trabalhador comum. Seis horas é o momento lata-de-sardinha do proletariado. É debate pra bolsa de valores?,17,50,5,26,9,2018,2018-09-26 17:50:05,debater comedir s 17:45h o sbt umar sensibilidade incrível o trabalhador comum horar o lato sardinha proletariado debater pra bolsar valorar,-1.0
"Com o voto de Cármen Lúcia, está formada maioria para manter o cancelamento de títulos de eleitores que não fizeram… https://t.co/qJN6Xnz1xx",18,56,54,26,9,2018,2018-09-26 18:56:54,o votar cármen lúcia formar parir manter o cancelamento título eleitor …,0.0
"não vou me estressar com politica hoje

bolsominion: a

eu: https://t.co/AZkQNR0k8D",17,57,48,26,9,2018,2018-09-26 17:57:48,estressar politicar bolsominion o,0.0
para de idolatrar político vc parece um retardado,19,10,2,26,9,2018,2018-09-26 19:10:02,parir idolatrar político vc parecer retardar,-1.0
"Alô Marina, apoiadora do Aécio. 
Cala-te!
#DebateSBT",18,12,16,26,9,2018,2018-09-26 18:12:16,alô marino apoiadora aécio calar debatesbt,-1.0
"O Alckmin citou o SPFC como ""o time lá""?",18,51,54,26,9,2018,2018-09-26 18:51:54,o alckmin citar o spfc comer o time,0.0
"18h38 - Globo 21.1, Record 11.4, SBT 6.0, Band 4.6, Cultura 2.0

#DebateSBT

Via @BastidoresDaTV",18,51,36,26,9,2018,2018-09-26 18:51:36,18h38 globo 21.1 record 11.4 sbt 6.0 band 4.6 cultura 2.0 debatesbt @bastidoresdatv,0.0
"Parabens Álvaro Dias, o PT é de fato uma organização criminosa! Ele concorre com o PCC e não com os partidos políticos.#DebateSBT",19,15,17,26,9,2018,2018-09-26 19:15:17,parabens álvaro o pt fato umar organização criminoso concorrer o pcc e o políticos.#debatesbt,1.0
"Agora no Debate do SBT, candidato @GuilhermeBoulos pergunta a Geraldo Alckmin: 

ONDE ESTÁ O DINHEIRO DA MERENDA?

Alckmin fala de tudo, menos da merenda.",17,54,6,26,9,2018,2018-09-26 17:54:06,o debater sbt candidatar @guilhermeboulos perguntar o geraldo alckmin o dinheiro merendar alckmin falir merendar,-1.0
Isso é crime político https://t.co/aca0HC1yv7,17,57,39,26,9,2018,2018-09-26 17:57:39,crime político,0.0
"Não tem como não votar no Daciolo. Sorry, @cirogomes",19,14,51,26,9,2018,2018-09-26 19:14:51,comer votar o daciolo sorry @cirogomes,1.0
Eita Marina deixou o Haddad com cara de bunda! Kkkkkk  #DebateSBT,18,12,42,26,9,2018,2018-09-26 18:12:42,eita marino deixar o haddad caro bunda kkkkkk debatesbt,1.0
